Ngày,"Tên chiến dịch","Tên nhóm quảng cáo","Người tiếp cận","Lượt hiển thị","Số tiền đã chi tiêu (USD)","Người liên hệ qua nhắn tin mới","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Bình luận về bài viết","Lượt click vào liên kết","Bắt đầu báo cáo","Kết thúc báo cáo"
2023-01-21,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",8152,9425,10.51,2,2,,12,2022-08-04,2024-01-17
2023-01-21,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",4926,5447,10.37,3,3,,18,2022-08-04,2024-01-17
2023-01-21,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6868,7201,10.37,2,2,,26,2022-08-04,2024-01-17
2023-01-21,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",11792,13735,10.67,,,,23,2022-08-04,2024-01-17
2023-01-21,"[ĐTPTDL] - Python combo","22/09 - Python combo",11912,13077,10.51,2,2,,30,2022-08-04,2024-01-17
2023-01-21,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",6938,8383,10.34,2,2,,20,2022-08-04,2024-01-17
2023-01-21,"[ĐTPTDL] - SQL","1/11 SQL - HCM",16568,18290,10.56,1,2,,27,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - BA","BA 20/09",4530,5541,10.13,2,2,,10,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4962,5767,10,2,2,,7,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3921,4423,10.15,2,2,1,19,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6038,6328,10.15,2,2,,23,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",7644,9246,10.06,2,2,,15,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - Python combo","22/09 - Python combo",5652,6590,10.02,1,1,,6,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",3941,4901,10.2,2,2,,6,2022-08-04,2024-01-17
2023-01-20,"[ĐTPTDL] - SQL","1/11 SQL - HCM",12432,13316,9.9,2,2,,22,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - BA","BA 20/09",4132,5015,9.75,,,1,5,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4405,5091,9.7,1,1,,5,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3569,4100,9.9,1,1,,8,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5730,6135,9.65,1,1,,31,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",5656,6966,9.78,2,3,,17,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - Python combo","22/09 - Python combo",7216,8005,9.7,4,3,,16,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",3594,4440,9.61,,,,4,2022-08-04,2024-01-17
2023-01-19,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8848,9672,9.84,2,2,,25,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - BA","BA 20/09",3639,4514,9.99,1,1,,4,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4634,5384,10.18,2,2,3,11,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Data Science","01/11 Data Science",1726,1909,5.86,,,,4,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3721,4288,9.94,6,6,,15,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6496,6783,10.19,2,2,,22,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4615,4992,5.88,1,1,,13,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4696,4920,8.53,1,1,,16,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4964,6505,9.89,4,5,1,21,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5484,5755,5.92,,,,3,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",5308,5687,5.92,,,1,4,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - Python combo","22/09 - Python combo",9308,10038,10.33,2,2,1,9,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",3807,4714,10.1,5,5,,15,2022-08-04,2024-01-17
2023-01-18,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7697,8462,10.22,2,2,,17,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - BA","BA 20/09",3558,4338,9.78,1,1,,9,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4543,5399,9.72,2,2,,8,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Data Science","01/11 Data Science",2451,2903,9.9,2,2,,,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3493,3980,9.91,1,1,1,9,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6974,7267,10.07,3,3,,29,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",8818,9497,9.79,1,1,3,32,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",8436,9030,14.98,3,4,1,40,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4903,6122,9.7,,,1,8,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",7792,8568,9.92,4,4,2,15,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",8132,8833,9.75,1,1,,10,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - Python combo","22/09 - Python combo",7918,8155,9.89,1,1,,6,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",5214,6211,9.76,,,,10,2022-08-04,2024-01-17
2023-01-17,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7756,8748,9.86,2,2,1,12,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - BA","BA 20/09",2974,3646,9.75,1,1,1,6,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4205,4886,9.8,2,2,,12,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Data Science","01/11 Data Science",1607,1952,9.68,1,1,,5,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2668,3027,9.71,3,3,2,11,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6636,7060,9.75,3,3,,37,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",7470,8351,9.64,3,3,,21,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",7336,7893,14.91,4,5,2,34,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2328,2886,9.91,,,,7,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",6644,7206,9.78,2,2,,5,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",6458,6895,9.78,3,3,2,3,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - Python combo","22/09 - Python combo",5546,5967,9.76,3,3,2,5,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",4808,5713,9.65,,,1,7,2022-08-04,2024-01-17
2023-01-16,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7702,8405,9.65,,,1,9,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - BA","BA 20/09",3172,3741,10.07,1,1,,5,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3656,4240,10.08,1,1,1,10,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Data Science","01/11 Data Science",1876,2325,10.25,2,2,,5,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2668,3037,10.02,2,2,,11,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6190,6498,9.82,2,2,1,22,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",8292,8863,9.94,3,3,,30,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",6980,7714,14.9,1,1,1,24,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3691,4545,9.98,,,,6,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",6316,6890,9.91,5,5,,7,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",6964,7623,9.78,6,6,1,11,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - Python combo","22/09 - Python combo",6100,6529,9.79,1,1,,8,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",7902,9208,10.34,2,2,1,22,2022-08-04,2024-01-17
2023-01-15,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8144,8977,9.96,1,1,1,15,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - BA","BA 20/09",7286,7420,11.76,1,1,,13,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4961,5036,11.98,1,1,,6,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Data Science","01/11 Data Science",6672,6766,11.7,,,,8,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",5477,5477,12.1,1,1,1,20,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",7875,7875,12.33,2,2,1,41,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",11481,11481,12,,,,49,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",10151,10151,17.96,2,2,,50,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",9270,9404,11.66,,,,14,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",10688,10918,11.89,1,1,3,16,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",10360,10495,12.04,,,1,17,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - Python combo","22/09 - Python combo",9854,10090,11.88,1,1,,14,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",13748,14256,11.8,1,1,,30,2022-08-04,2024-01-17
2023-01-14,"[ĐTPTDL] - SQL","1/11 SQL - HCM",12024,12371,11.87,1,1,,22,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - BA","BA 20/09",1277,1422,4.35,1,1,,1,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1690,1842,4.04,,,,4,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Data Science","01/11 Data Science",1469,1706,4.9,,,,3,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1298,1427,4.29,1,1,,9,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",2517,2604,3.86,3,3,,13,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",3527,3773,4.73,1,1,,7,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",3474,3680,6.98,,,1,11,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2192,2489,4.98,1,1,,1,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",2408,2526,4.82,1,1,,3,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",2547,2681,4.81,2,2,1,4,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - Python combo","22/09 - Python combo",2355,2463,4.09,1,1,,2,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",3877,4208,4.72,1,1,1,5,2022-08-04,2024-01-17
2023-01-13,"[ĐTPTDL] - SQL","1/11 SQL - HCM",3150,3325,3.99,1,1,,10,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - BA","BA 20/09",2692,3226,10.16,3,3,,7,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3915,4403,10.12,1,1,2,5,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Data Science","01/11 Data Science",3784,4599,11.64,,,,8,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2946,3378,9.83,,,,7,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6338,6610,9.95,2,2,3,24,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",8916,9528,11.61,1,2,1,32,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",8984,9683,17.56,2,2,,46,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4755,5937,11.69,,,,9,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",7094,7576,11.63,1,1,,9,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Python combo","14/09 - Python combo - Bản sao",7194,7519,11.68,5,5,,10,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - Python combo","22/09 - Python combo",6282,6891,10.35,1,1,,7,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - SQL","07/10 SQL [18-24]",11288,12411,11.55,2,2,,20,2022-08-04,2024-01-17
2023-01-12,"[ĐTPTDL] - SQL","1/11 SQL - HCM",9508,10425,9.83,1,1,,19,2022-08-04,2024-01-17
2023-01-11,"[ĐTPTDL] - BA","BA 20/09",2765,3488,9.69,2,2,1,10,2022-08-04,2024-01-17
2023-01-11,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3382,3986,9.62,1,2,,9,2022-08-04,2024-01-17
2023-01-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3033,3615,9.72,1,1,,10,2022-08-04,2024-01-17
2023-01-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5250,5573,9.52,2,2,2,18,2022-08-04,2024-01-17
2023-01-11,"[ĐTPTDL] - Python combo","22/09 - Python combo",7024,7924,9.61,3,3,,14,2022-08-04,2024-01-17
2023-01-11,"[ĐTPTDL] - SQL","1/11 SQL - HCM",9684,10975,9.78,2,2,1,17,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - BA","BA 20/09",3008,3784,10.01,,,1,5,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3370,3991,9.68,2,2,,4,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - Excel VBA","12/11 Excel",2211,2534,6.63,1,2,1,4,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3482,4204,9.84,1,1,,15,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5168,5366,9.97,2,2,1,18,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - Python combo","22/09 - Python combo",6884,7679,9.82,4,4,1,6,2022-08-04,2024-01-17
2023-01-10,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7123,8164,9.85,1,1,,14,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - BA","BA 20/09",2591,3276,10.23,3,4,,13,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3476,4015,10.14,1,1,,6,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - Excel VBA","12/11 Excel",2760,3329,10.26,3,3,2,7,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3154,3823,10.31,1,1,,10,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5704,6241,10.3,3,3,3,29,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - Python combo","22/09 - Python combo",6436,7344,10.14,3,3,1,12,2022-08-04,2024-01-17
2023-01-09,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8338,9519,10.05,1,1,,16,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - BA","BA 20/09",2595,3120,9.91,3,3,,3,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3171,3766,9.78,3,3,1,7,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - Excel VBA","12/11 Excel",2780,3371,9.68,5,5,4,6,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3502,3801,10.02,2,2,,11,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5964,6318,10.19,1,1,1,28,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - Python combo","22/09 - Python combo",5740,6566,9.75,2,2,1,8,2022-08-04,2024-01-17
2023-01-08,"[ĐTPTDL] - SQL","1/11 SQL - HCM",9078,10393,9.68,6,6,,20,2022-08-04,2024-01-17
2023-01-07,"[ĐTPTDL] - BA","BA 20/09",3108,3766,11.58,6,6,1,9,2022-08-04,2024-01-17
2023-01-07,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3491,4237,11.7,1,1,,6,2022-08-04,2024-01-17
2023-01-07,"[ĐTPTDL] - Excel VBA","12/11 Excel",3325,4159,11.73,5,6,,11,2022-08-04,2024-01-17
2023-01-07,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6150,6481,11.78,1,1,1,18,2022-08-04,2024-01-17
2023-01-07,"[ĐTPTDL] - Python combo","22/09 - Python combo",6590,7450,11.7,1,1,,10,2022-08-04,2024-01-17
2023-01-07,"[ĐTPTDL] - SQL","1/11 SQL - HCM",9828,11261,11.68,2,3,3,17,2022-08-04,2024-01-17
2023-01-06,"[ĐTPTDL] - BA","BA 20/09",2921,3548,11.72,4,4,2,6,2022-08-04,2024-01-17
2023-01-06,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3576,4205,11.76,2,2,2,10,2022-08-04,2024-01-17
2023-01-06,"[ĐTPTDL] - Excel VBA","12/11 Excel",3164,3907,11.63,8,8,1,14,2022-08-04,2024-01-17
2023-01-06,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5982,6468,12.03,2,2,2,32,2022-08-04,2024-01-17
2023-01-06,"[ĐTPTDL] - Python combo","22/09 - Python combo",6470,7318,11.89,3,3,1,8,2022-08-04,2024-01-17
2023-01-06,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7488,8872,11.61,4,4,,15,2022-08-04,2024-01-17
2023-01-05,"[ĐTPTDL] - BA","BA 20/09",3005,3730,11.72,1,1,,3,2022-08-04,2024-01-17
2023-01-05,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3808,4439,11.68,4,4,2,13,2022-08-04,2024-01-17
2023-01-05,"[ĐTPTDL] - Excel VBA","12/11 Excel",2798,3409,11.66,4,4,,8,2022-08-04,2024-01-17
2023-01-05,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",7332,7914,11.68,5,5,3,41,2022-08-04,2024-01-17
2023-01-05,"[ĐTPTDL] - Python combo","22/09 - Python combo",7612,8728,11.53,4,4,2,13,2022-08-04,2024-01-17
2023-01-05,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7912,8509,12.23,2,2,3,8,2022-08-04,2024-01-17
2023-01-04,"[ĐTPTDL] - BA","BA 20/09",3025,3830,11.56,3,3,,10,2022-08-04,2024-01-17
2023-01-04,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3570,4426,11.55,4,4,3,9,2022-08-04,2024-01-17
2023-01-04,"[ĐTPTDL] - Excel VBA","12/11 Excel",3321,4176,12.05,7,7,2,13,2022-08-04,2024-01-17
2023-01-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",7432,8084,11.75,4,4,3,28,2022-08-04,2024-01-17
2023-01-04,"[ĐTPTDL] - Python combo","22/09 - Python combo",7988,9300,11.55,5,6,1,14,2022-08-04,2024-01-17
2023-01-03,"[ĐTPTDL] - BA","BA 20/09",3382,4348,11.53,8,8,1,14,2022-08-04,2024-01-17
2023-01-03,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3676,4506,11.53,4,4,1,10,2022-08-04,2024-01-17
2023-01-03,"[ĐTPTDL] - Excel VBA","12/11 Excel",3188,4057,11.53,4,4,3,11,2022-08-04,2024-01-17
2023-01-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",7462,8248,11.69,4,5,2,30,2022-08-04,2024-01-17
2023-01-03,"[ĐTPTDL] - Python combo","22/09 - Python combo",7602,9072,11.61,4,4,1,20,2022-08-04,2024-01-17
2023-01-01,"[ĐTPTDL] - BA","BA 20/09",787,862,1.73,1,1,,4,2022-08-04,2024-01-17
2023-01-01,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",992,1041,1.67,,,,,2022-08-04,2024-01-17
2023-01-01,"[ĐTPTDL] - Excel VBA","12/11 Excel",748,808,1.75,,,1,2,2022-08-04,2024-01-17
2023-01-01,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",1455,1499,1.65,1,1,,9,2022-08-04,2024-01-17
2023-01-01,"[ĐTPTDL] - Python combo","22/09 - Python combo",2166,2252,1.78,,,,2,2022-08-04,2024-01-17
2022-12-31,"[ĐTPTDL] - BA","BA 20/09",4334,5081,11.43,,,,5,2022-08-04,2024-01-17
2022-12-31,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",4529,5310,11.36,4,4,1,12,2022-08-04,2024-01-17
2022-12-31,"[ĐTPTDL] - Excel VBA","12/11 Excel",4451,5339,11.45,5,5,2,8,2022-08-04,2024-01-17
2022-12-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",7880,8319,11.41,5,5,3,34,2022-08-04,2024-01-17
2022-12-31,"[ĐTPTDL] - Python combo","22/09 - Python combo",11632,13336,11.45,1,1,,14,2022-08-04,2024-01-17
2022-12-30,"[ĐTPTDL] - BA","BA 20/09",3450,4325,11.74,3,3,1,9,2022-08-04,2024-01-17
2022-12-30,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2676,3248,11.69,3,3,1,7,2022-08-04,2024-01-17
2022-12-30,"[ĐTPTDL] - Excel VBA","12/11 Excel",3169,3876,11.53,5,5,1,15,2022-08-04,2024-01-17
2022-12-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5976,6416,11.85,3,3,,29,2022-08-04,2024-01-17
2022-12-30,"[ĐTPTDL] - Python combo","22/09 - Python combo",8442,9606,11.73,3,3,1,14,2022-08-04,2024-01-17
2022-12-29,"[ĐTPTDL] - BA","BA 20/09",2492,3114,11.66,3,3,1,10,2022-08-04,2024-01-17
2022-12-29,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2296,2895,11.95,4,4,,5,2022-08-04,2024-01-17
2022-12-29,"[ĐTPTDL] - Excel VBA","12/11 Excel",2856,3582,11.97,7,8,1,9,2022-08-04,2024-01-17
2022-12-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4818,5175,11.78,5,5,,26,2022-08-04,2024-01-17
2022-12-29,"[ĐTPTDL] - Python combo","22/09 - Python combo",6728,7641,11.75,4,4,2,10,2022-08-04,2024-01-17
2022-12-28,"[ĐTPTDL] - BA","BA 20/09",2589,3333,11.47,4,4,1,9,2022-08-04,2024-01-17
2022-12-28,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2396,3038,11.77,2,2,1,5,2022-08-04,2024-01-17
2022-12-28,"[ĐTPTDL] - Excel VBA","12/11 Excel",2907,3677,11.85,5,5,3,8,2022-08-04,2024-01-17
2022-12-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5194,5570,11.59,1,2,1,20,2022-08-04,2024-01-17
2022-12-28,"[ĐTPTDL] - Python combo","22/09 - Python combo",7126,8262,11.62,11,11,1,26,2022-08-04,2024-01-17
2022-12-27,"[ĐTPTDL] - BA","BA 20/09",2817,3725,11.67,6,6,1,4,2022-08-04,2024-01-17
